match,sentence
"[{""keyword"":""党委"",""positionStart"":159,""positionEnd"":161},{""keyword"":""党委"",""positionStart"":179,""positionEnd"":181},{""keyword"":""党委"",""positionStart"":203,""positionEnd"":205}]","历任中国物资报社记者、编辑,国家物资部办公厅部长办公室科员、秘书处主任科员、副处级秘书,国内贸易部办公厅信息处副处长、处长,国内贸易局办公室信息新闻处处长,中央企业工委国有企业监事会正处级专职监事,国资委国有重点大型企业监事会办事处副主任、副局级专职监事,中远船务工程集团有限公司副总会计师,广州远洋运输公司总会计师、党委委员,中远航运股份有限公司财务总监、党委委员,中远海运特种运输股份有限公司财务总监、党委委员,2018年6月退休"
"[{""keyword"":""中共"",""positionStart"":24,""positionEnd"":26},{""keyword"":""中共"",""positionStart"":43,""positionEnd"":45},{""keyword"":""纪委"",""positionStart"":62,""positionEnd"":64}]","主要社会职务有:广东省高级会计师评审委员会评委,中共深圳市社会组织纪律检查委员会委员,中共深圳市注册会计师行业委员会副书记兼纪委书记,深圳市注册税务师协会理事等"
"[{""keyword"":""中共"",""positionStart"":25,""positionEnd"":27},{""keyword"":""党委"",""positionStart"":145,""positionEnd"":147}]","田志刚,男,汉族,1974年5月出生,湖南黔阳人,中共党员,本科学历,毕业于中南工业大学采矿专业,采矿高级工程师,1997年7月参加工作,历任凡口铅锌矿坑口掘进队技术员、副队长,采矿车间充填队队长,采矿车间副区长、副主任、主任,凡口铅锌矿矿长助理兼采矿车间主任、副矿长,现任凡口铅锌矿矿长、党委副书记"
"[{""keyword"":""党委"",""positionStart"":148,""positionEnd"":150},{""keyword"":""党办"",""positionStart"":45,""positionEnd"":47}]","何建锋先生,1971年10月出生,本科学历,经济师、律师,曾任深圳市国资办集体资产管理处(党办)副处长,深圳市国资委企业改革处副处长、监督稽查处副处长、处长、企业一处处长、综合规划处处长、深圳市国资局政策法规处(集体企业工作处)处长,深圳市特区建设发展集团有限公司副总经理,深圳市国资委总经济师、党委委员"
"[{""keyword"":""党委"",""positionStart"":21,""positionEnd"":23},{""keyword"":""党委"",""positionStart"":53,""positionEnd"":55},{""keyword"":""纪委"",""positionStart"":27,""positionEnd"":29},{""keyword"":""纪委"",""positionStart"":69,""positionEnd"":71}]","曾任北方华锦化学工业集团有限公司副总经理、党委副书记、纪委书记,北方华锦化学工业股份有限公司董事、总经理、党委书记、副总经理、监事会主席、纪委书记"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""党委"",""positionStart"":49,""positionEnd"":51},{""keyword"":""党委"",""positionStart"":59,""positionEnd"":61}]",潘先生历任上海远洋公司船员、党委办公室秘书、科长、副主任、主任、公司企化部经理兼船舶管理二处处长兼党委书记、四处处长兼党委书记
"[{""keyword"":""市委"",""positionStart"":55,""positionEnd"":57},{""keyword"":""纪委"",""positionStart"":29,""positionEnd"":31},{""keyword"":""纪委"",""positionStart"":81,""positionEnd"":83},{""keyword"":""纪委"",""positionStart"":97,""positionEnd"":99}]","曾任广西北海市人民检察院书记员、助理检察员、检察员,深圳市纪委第二案件检查室主任科员、案件管理处副处级纪检员、市委驻深单位纪工委副书记、市直属机关纪工委副书记、市纪委派驻第七纪检监察组副组长、市纪委派驻第四纪检组副组长"
"[{""keyword"":""纪委"",""positionStart"":17,""positionEnd"":19},{""keyword"":""纪委"",""positionStart"":35,""positionEnd"":37}]",现任中国长城计算机深圳股份有限公司纪委副书记、工会副主席、审计监察室(纪委办)主任
"[{""keyword"":""党支部"",""positionStart"":32,""positionEnd"":35},{""keyword"":""团委"",""positionStart"":13,""positionEnd"":15},{""keyword"":""团委"",""positionStart"":19,""positionEnd"":21}]","历任深圳市旅游(集团)公司团委副书记、团委书记,深圳市国际旅行社党支部书记、总经理,深圳市旅游(集团)公司物业部部长、办公室副主任,深圳市欧维朗商贸公司董事长,深圳市贸促会品牌促进会副秘书长,深圳市特发小梅沙旅游中心副总经理"
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""党委"",""positionStart"":48,""positionEnd"":50}]","曾任中信银行武汉分行副行长、党委委员(其间挂职任湖北省鄂州市政府副市长),中信银行青岛分行行长、党委书记"
"[{""keyword"":""党委"",""positionStart"":21,""positionEnd"":23},{""keyword"":""纪委"",""positionStart"":16,""positionEnd"":18}]","现任中国长城科技集团股份有限公司纪委书记、党委委员,兼任电子行业标准化技术委员会委员"
"[{""keyword"":""党委"",""positionStart"":103,""positionEnd"":105},{""keyword"":""纪委"",""positionStart"":98,""positionEnd"":100}]","曾任中国电科集团13研究所第一研究室副主任、基建处副处长、科研技改引进处副处长,中国电子信息产业集团有限公司系统装备部能力建设处处长、科技质量处处长,兼任中国振华集团董事,中电锦江信息产业有限公司纪委书记、党委委员"
"[{""keyword"":""中共"",""positionStart"":55,""positionEnd"":57},{""keyword"":""党委"",""positionStart"":171,""positionEnd"":173},{""keyword"":""党委"",""positionStart"":220,""positionEnd"":222},{""keyword"":""市委"",""positionStart"":38,""positionEnd"":40},{""keyword"":""市委"",""positionStart"":59,""positionEnd"":61},{""keyword"":""纪委"",""positionStart"":150,""positionEnd"":152},{""keyword"":""纪委"",""positionStart"":177,""positionEnd"":179},{""keyword"":""党群工作部"",""positionStart"":106,""positionEnd"":111}]","历任广东博罗师范学校教师,深圳市滨河中学教师,深圳市行知职业学校教师,深圳团市委市属企业工委科员、副主任科员,中共深圳市委市属企业工委组织部副主任科员、主任科员,深圳市投资管理公司人事部业务经理、人事部部长助理、党群工作部副部长、组织人事部高级业务经理、组织人事部副部长,深圳经济特区发展(集团)公司纪委书记,深圳市特发集团有限公司职工董事、党委副书记、纪委书记、工会主席,2017年7月至2018年7月,任深圳市特发集团有限公司职工董事、党委副书记、工会主席"
"[{""keyword"":""党工委"",""positionStart"":67,""positionEnd"":70},{""keyword"":""党工委"",""positionStart"":87,""positionEnd"":90},{""keyword"":""党组"",""positionStart"":45,""positionEnd"":47}]","历任深圳市高新办计划处处长、招商处处长,市高新办副主任、主任,深圳市科技工贸和信息化委员会党组副书记、副主任(正局级),深圳市光明新区党工委副书记、管委会主任,深圳市光明新区党工委书记,深圳市国资委副巡视员"
"[{""keyword"":""党委"",""positionStart"":110,""positionEnd"":112},{""keyword"":""纪委"",""positionStart"":116,""positionEnd"":118}]","历任北方设计研究院翻译,中国北方工业有限公司军项一部项目经理,驻乌干达代表处副代表,中国万宝工程公司军工项目一部副总经理、总经理,中国北方工业有限公司第四地区部总经理,北方国际合作股份有限公司五届副总经理、六届副总经理、党委副书记、纪委书记"
"[{""keyword"":""党委"",""positionStart"":88,""positionEnd"":90},{""keyword"":""纪委"",""positionStart"":94,""positionEnd"":96}]","历任中国北方工业有限公司发展部总经理助理、副总经理,科技开发部副总经理,研究发展部副总经理、总经理,中国北方工业有限公司总裁助理兼采购部总经理、副总裁,现任中国北方工业有限公司党委副书记、纪委书记"
"[{""keyword"":""党委"",""positionStart"":20,""positionEnd"":22},{""keyword"":""党委"",""positionStart"":34,""positionEnd"":36}]","现任中信海洋直升机股份有限公司副总经理、党委委员,湛江分公司总经理、党委书记"
"[{""keyword"":""党委"",""positionStart"":27,""positionEnd"":29},{""keyword"":""纪委"",""positionStart"":33,""positionEnd"":35}]",2015年1月至2017年7月任深圳市机场股份有限公司党委副书记、纪委书记
"[{""keyword"":""党委"",""positionStart"":31,""positionEnd"":33},{""keyword"":""党委"",""positionStart"":44,""positionEnd"":46}]",2002年7月至2019年12月任深圳市科汇通投资控股有限公司党委委员、董事、副总经理、党委书记
"[{""keyword"":""市委"",""positionStart"":15,""positionEnd"":17},{""keyword"":""区委"",""positionStart"":7,""positionEnd"":9}]",曾在深圳市盐田区委组织部、深圳市委组织部、深圳市农产品股份有限公司、中国人寿财产保险股份有限公司深圳市分公司等任职
"[{""keyword"":""党支部"",""positionStart"":50,""positionEnd"":53},{""keyword"":""团委"",""positionStart"":35,""positionEnd"":37},{""keyword"":""支部"",""positionStart"":28,""positionEnd"":30}]","曾任山西省机械施工公司第七施工队机械技术员,第一工程处团支部书记,公司团委副书记、书记,特种机械处任党支部书记、副主任,基础分公司经理,公司副经理,公司经理"
"[{""keyword"":""党委"",""positionStart"":26,""positionEnd"":28},{""keyword"":""纪委"",""positionStart"":31,""positionEnd"":33}]","2002年6月至2005年10月任深圳市地铁有限公司党委委员、纪委书记,其中2004年10月至2007年1月兼任深圳市深圳通有限公司监事"
"[{""keyword"":""党委"",""positionStart"":26,""positionEnd"":28},{""keyword"":""纪委"",""positionStart"":32,""positionEnd"":34}]",2005年10月至2006年6月任深圳市地铁有限公司党委副书记、纪委书记
"[{""keyword"":""党委"",""positionStart"":14,""positionEnd"":16},{""keyword"":""党委"",""positionStart"":42,""positionEnd"":44}]","曾任中国国机重工集团有限公司党委副书记、副总经理,中国海洋航空集团有限公司副董事长、党委书记"
"[{""keyword"":""中央党校"",""positionStart"":62,""positionEnd"":66},{""keyword"":""市委"",""positionStart"":18,""positionEnd"":20}]",1992年6月-1999年5月任深圳市委组织部老干处科员、副主任科员、主任科员(其间:1992年8月-1994年12月在职读中央党校经济专业本科毕业
"[{""keyword"":""党校"",""positionStart"":22,""positionEnd"":24},{""keyword"":""省委"",""positionStart"":20,""positionEnd"":22}]",1995年9月-1998年7月在职读广东省委党校哲学专业研究生毕业)
"[{""keyword"":""机关党委"",""positionStart"":23,""positionEnd"":27},{""keyword"":""市委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""纪委"",""positionStart"":33,""positionEnd"":35}]",2014年5月-2016年8月任深圳市委组织部机关党委专职副书记兼纪委书记(其间:2013年9月-2014年12月在职读天津大学工商管理硕士
"[{""keyword"":""党委"",""positionStart"":27,""positionEnd"":29},{""keyword"":""纪委"",""positionStart"":33,""positionEnd"":35}]",2010年至2014年历任西安微电子技术研究所副所长、党委副书记、纪委书记、监事长
"[{""keyword"":""党委"",""positionStart"":22,""positionEnd"":24},{""keyword"":""纪委"",""positionStart"":27,""positionEnd"":29}]",2014年至2015年任西安微电子技术研究所党委书记兼纪委书记、监事长、副所长
"[{""keyword"":""党委"",""positionStart"":69,""positionEnd"":71},{""keyword"":""党委"",""positionStart"":94,""positionEnd"":96}]","历任华侨城经济发展总公司旅游发展部副总经理,华侨城中国旅行社总经理,深圳华侨城实业发展股份有限公司副总裁,深圳华侨城控股股份有限公司总裁、党委书记,深圳华侨城股份有限公司副总裁,华侨城集团党委常委"
"[{""keyword"":""党委"",""positionStart"":18,""positionEnd"":20},{""keyword"":""党委"",""positionStart"":40,""positionEnd"":42}]","现任华侨城集团有限公司董事、总经理、党委副书记,深圳华侨城股份有限公司副董事长、党委副书记,兼任中国旅游景区协会会长、中国游艺机游乐园协会会长"
"[{""keyword"":""党委"",""positionStart"":125,""positionEnd"":127},{""keyword"":""党委"",""positionStart"":149,""positionEnd"":151},{""keyword"":""党工委"",""positionStart"":74,""positionEnd"":77}]","历任西安高新技术产业开发区招商局副局长,西安曲江国际会展投资控股有限公司总经理,西安曲江大明宫投资(集团)有限公司总经理,西安曲江新区管委会副主任、党工委委员,雅居乐地产置业有限公司海南云南区域副总经理、西部区域总经理,华侨城光明(深圳)投资有限公司党委书记、总经理,深圳市光明集团有限公司董事长、党委书记"
